Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_City_Tier,Q4_Education,Q5_Occupation,Q6_Monthly_Income,Q7_Sustainability_Awareness_1to5,Q8_Action_PublicTransport,Q8_Action_EcoProducts,Q8_Action_PlasticReduce,Q8_Action_EnergyConserve,Q8_Action_WasteSegregation,Q8_Action_DietChange,Q8_Action_SolarEnergy,Q8_Action_None,Q9_EcoChoice_Frequency,Q10_Primary_Commute,Q11_EnvImpact_OnPurchase_1to5,Q12_App_Comfort,Q13_App_UPI,Q13_App_Fitness,Q13_App_Loyalty,Q13_App_FoodDelivery,Q13_App_Ecommerce,Q13_App_Fintech,Q13_App_None,Q14_DataTracking_Consent,Q15_Likelihood_Download_1to5,Q16_Reward_Cashback,Q16_Reward_EcoDiscounts,Q16_Reward_Vouchers,Q16_Reward_TreePlanting,Q16_Reward_Leaderboard,Q16_Reward_Insurance,Q16_Reward_NGO,Q17_WTP_Premium_Subscription,Q18_Monthly_EcoSpend_Category,Q19_Price_Premium_Willingness,Q20_Brand_Trust_1to5,Q21_Barrier_TooExpensive,Q21_Barrier_DontKnowImpact,Q21_Barrier_Inconvenient,Q21_Barrier_NoImpact,Q21_Barrier_TimeConstraint,Q21_Barrier_None,Q22_BrandPref_OrganicFood,Q22_BrandPref_SustFashion,Q22_BrandPref_EV,Q22_BrandPref_CleanBeauty,Q22_BrandPref_HomeKitchen,Q22_BrandPref_GreenTravel,Q22_BrandPref_Solar,Q22_BrandPref_FinancialProducts,Q23_Social_Influence_1to5,Q24_Group_Challenge_Interest,Q25_NPS_0to10,Q26_Environmental_Identity,Q27_Loss_Aversion_Type,Q28_Rewards_Engagement_Depth,Q29_Household_Decision_Role,Q30_Channel_Instagram,Q30_Channel_WhatsApp,Q30_Channel_LinkedIn,Q30_Channel_NewsDigital,Q30_Channel_FriendsFamily,Q30_Channel_OTTAds,Q30_Channel_Influencer,Q30_Channel_Google,TARGET_Will_Adopt_App_0or1,TARGET_Monthly_EcoSpend_INR,TARGET_WTP_Monthly_INR,Noise_Flag,Internal_Tech_Score,Internal_Green_Score,Internal_Spend_Power,Internal_Social_Score
GL2025460,45-54,Male,Tier-3,Postgraduate,Salaried-Private,15k-30k,1,0,1,0,1,0,0,0,0,Rarely,Cycling/Walking,1,Not comfortable,1,0,0,0,1,0,0,Not willing,2,0,0,0,0,0,0,0,400+/mo,500-1500,No premium,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,Not interested,0,Care but not central,Loss motivated (lose coins),Rarely check,Decide for household,0,0,1,0,1,0,0,0,0,901.0,436.0,0,0.4403,0.1004,0.3213,0.2221
GL2025461,45-54,Male,Tier-3,Undergraduate,Homemaker,30k-60k,2,0,0,1,0,0,0,0,0,Always,Two-wheeler,2,Not comfortable,1,0,0,1,1,0,0,Fully willing,2,1,0,0,1,0,0,0,Up to 49/mo,500-1500,Up to 5% more,2,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,Maybe depends,3,Aware not priority,Loss motivated (lose coins),Rarely check,Joint with spouse,1,1,0,0,0,0,0,0,0,1012.0,23.0,0,0.2761,0.208,0.2669,0.0
GL2025462,45-54,Female,Tier-3,High school or below,Self-employed,30k-60k,2,0,1,0,0,1,0,0,0,Never,Work from home,1,Somewhat comfortable,1,1,1,1,0,1,0,Fully willing,2,1,0,1,0,0,0,0,100-199/mo,Zero,Up to 10% more,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,No-prefer solo,2,Aware not priority,Neither,Strategically maximise,Decide for household,1,0,0,0,1,0,0,0,0,0.0,168.0,0,0.2463,0.1556,0.2981,0.3975
GL2025463,45-54,Male,Tier-2,High school or below,Salaried-Private,15k-30k,1,1,0,0,1,0,1,0,0,Frequently,Cycling/Walking,2,Not comfortable,1,1,0,1,1,0,0,Fully willing,1,0,0,0,0,0,0,0,50-99/mo,Above 6000,No premium,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Maybe depends,2,Care but not central,Both equal,Check occasionally,Decide for household,0,0,1,0,0,0,0,0,0,5689.0,55.0,0,0.3696,0.1296,0.2967,0.0319
GL2025464,25-34,Female,Tier-3,High school or below,Salaried-Private,Below 15k,3,0,0,0,1,0,0,0,0,Occasionally,Two-wheeler,2,Very comfortable,1,1,0,0,1,1,0,Willing if improves rewards,2,0,1,1,1,0,0,0,50-99/mo,Zero,No premium,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,3,Maybe depends,4,Care but not central,Both equal,Check occasionally,Decide independently,0,0,0,0,0,0,0,0,1,0.0,66.0,0,0.4455,0.3958,0.0955,0.285
GL2025465,45-54,Female,Tier-2,Undergraduate,Salaried-Govt,15k-30k,2,0,0,1,0,0,0,0,0,Frequently,Personal car/SUV,3,Somewhat comfortable,1,0,0,1,0,0,0,Willing if anonymized,3,0,0,0,0,0,0,0,Up to 49/mo,500-1500,Up to 10% more,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,No-prefer solo,2,Core identity,Loss motivated (lose coins),Check occasionally,Joint with spouse,0,0,0,0,0,0,1,0,0,868.0,24.0,0,0.2621,0.2127,0.236,0.5534
GL2025466,18-24,Female,Rural,High school or below,Retired,Below 15k,1,0,0,0,0,0,0,0,1,Never,Personal car/SUV,1,Not comfortable,0,0,1,1,1,1,0,Willing if improves rewards,2,0,0,1,0,0,0,0,100-199/mo,Under 500,Up to 10% more,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,Maybe depends,1,Care but not central,Loss motivated (lose coins),Rarely check,Joint with parents,1,0,0,0,0,0,0,0,0,302.0,168.0,0,0.2562,0.0704,0.0918,0.3138
GL2025467,45-54,Male,Tier-3,Undergraduate,Self-employed,30k-60k,1,0,1,0,0,0,0,0,0,Occasionally,Two-wheeler,1,Somewhat comfortable,0,0,0,1,0,0,0,Willing if improves rewards,2,0,0,1,0,1,0,0,400+/mo,500-1500,No premium,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,Yes-love it,4,Not relevant,Loss motivated (lose coins),Actively track,Joint with spouse,0,1,0,0,0,1,0,0,1,918.0,673.0,0,0.1859,0.1065,0.2762,0.3211
GL2025468,25-34,Female,Tier-2,Postgraduate,Homemaker,30k-60k,3,0,1,1,0,0,0,0,0,Rarely,Two-wheeler,3,Very comfortable,0,1,0,0,1,0,0,Not willing,2,0,0,1,0,0,0,0,Up to 49/mo,Under 500,Up to 5% more,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Maybe depends,3,Care but not central,Loss motivated (lose coins),Check occasionally,Decide for household,1,0,0,0,0,0,1,0,0,181.0,27.0,0,0.4399,0.399,0.2078,0.2993
GL2025469,18-24,Male,Rural,High school or below,Student,15k-30k,2,0,0,1,0,0,0,0,0,Never,Bus/Auto,2,Very comfortable,1,0,0,1,0,0,0,Willing if improves rewards,1,0,1,1,1,0,0,0,200-399/mo,Under 500,Up to 10% more,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,No-prefer solo,2,Care but not central,Both equal,Check occasionally,Someone else decides,1,0,0,0,0,0,0,0,1,263.0,201.0,0,0.262,0.1747,0.1384,0.1474
GL2025470,45-54,Female,Tier-3,Undergraduate,Salaried-Govt,Below 15k,1,0,0,0,0,0,0,0,1,Rarely,Bus/Auto,1,Somewhat comfortable,1,1,0,0,1,0,0,Willing if anonymized,1,1,0,1,0,0,0,0,Up to 49/mo,1500-3000,Up to 10% more,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,No-prefer solo,0,Aware not priority,Loss motivated (lose coins),Rarely check,Decide for household,0,0,0,1,1,0,0,0,0,2366.0,29.0,0,0.2736,0.1398,0.2064,0.2667
GL2025471,45-54,Male,Rural,Undergraduate,Self-employed,Below 15k,1,0,0,0,1,0,0,0,0,Rarely,Electric vehicle,1,Very comfortable,1,0,1,1,1,0,0,Fully willing,1,0,0,0,0,0,0,0,Up to 49/mo,Zero,Up to 5% more,3,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,Not interested,0,Aware not priority,Gain motivated (earn coins),Strategically maximise,Decide for household,0,0,1,0,0,0,1,0,0,0.0,24.0,0,0.1589,0.0773,0.1054,0.0306
GL2025472,18-24,Male,Tier-3,High school or below,Salaried-Govt,30k-60k,2,0,0,0,0,1,0,0,0,Never,Personal car/SUV,2,Somewhat comfortable,0,0,1,0,0,0,0,Fully willing,2,1,0,1,1,0,0,0,100-199/mo,Zero,No premium,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Not interested,1,Care but not central,Neither,Check occasionally,Joint with parents,0,0,0,0,0,1,1,0,0,0.0,169.0,0,0.4806,0.1451,0.4002,0.0997
GL2025473,55+,Male,Rural,High school or below,Business owner,Below 15k,1,1,0,1,0,0,0,0,0,Frequently,Cycling/Walking,1,Very comfortable,0,0,0,0,0,0,1,Willing if improves rewards,2,1,0,0,0,0,1,0,50-99/mo,Zero,Up to 5% more,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,No-prefer solo,0,Aware not priority,Gain motivated (earn coins),Check occasionally,Decide for household,0,0,0,1,0,0,0,0,0,0.0,90.0,0,0.0557,0.0,0.0763,0.0
GL2025474,45-54,Male,Metro,Postgraduate,Business owner,1L-2L,2,1,1,1,1,1,1,0,0,Rarely,Bus/Auto,2,Very comfortable,1,0,1,1,1,0,0,Not willing,2,1,0,1,0,0,0,1,50-99/mo,Zero,Price irrelevant,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,No-prefer solo,5,Care but not central,Both equal,Strategically maximise,Decide for household,0,0,0,0,0,0,0,1,0,0.0,81.0,0,0.3764,0.2978,0.5012,0.1748
GL2025475,18-24,Male,Metro,Undergraduate,Student,1L-2L,3,1,1,0,0,0,0,0,0,Occasionally,Personal car/SUV,3,Very comfortable,1,0,1,0,1,1,0,Not willing,2,0,0,0,0,0,0,0,Free only,Under 500,No premium,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,Yes-love it,5,Core identity,Gain motivated (earn coins),Strategically maximise,Joint with parents,0,1,0,0,0,0,0,1,0,280.0,0.0,0,0.5796,0.3623,0.5295,0.3886
GL2025476,45-54,Male,Tier-3,High school or below,Salaried-Private,Below 15k,1,0,0,0,0,0,0,0,1,Occasionally,Bus/Auto,2,Somewhat comfortable,0,1,0,0,1,1,0,Not willing,1,1,0,1,0,0,0,0,400+/mo,500-1500,Up to 10% more,2,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,Maybe depends,2,Aware not priority,Loss motivated (lose coins),Rarely check,Joint with spouse,0,1,0,0,1,0,0,0,0,1059.0,543.0,0,0.241,0.1005,0.2686,0.0028
GL2025477,25-34,Male,Tier-2,Postgraduate,Self-employed,60k-1L,2,1,0,1,0,0,1,0,0,Never,Bus/Auto,2,Very comfortable,1,0,0,0,1,0,0,Willing if anonymized,3,1,1,0,0,1,0,0,Free only,500-1500,No premium,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,No-prefer solo,5,Not relevant,Loss motivated (lose coins),Strategically maximise,Joint with spouse,0,1,0,1,0,0,0,0,1,1007.0,0.0,0,0.4961,0.2248,0.3752,0.179
GL2025478,25-34,Female,Metro,Postgraduate,Student,30k-60k,3,1,0,0,1,0,0,0,0,Occasionally,Bus/Auto,3,Somewhat comfortable,1,1,0,1,0,0,0,Willing if improves rewards,3,1,1,0,0,0,0,0,Up to 49/mo,Under 500,Up to 20% more,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3,Maybe depends,5,Care but not central,Both equal,Actively track,Joint with spouse,1,0,0,0,0,0,0,0,0,220.0,24.0,0,0.4542,0.3977,0.338,0.3612
GL2025479,18-24,Male,Rural,High school or below,Self-employed,1L-2L,3,1,0,1,0,0,0,0,0,Occasionally,Cycling/Walking,2,Somewhat comfortable,0,1,0,0,1,0,0,Not willing,2,1,1,0,1,0,0,0,Up to 49/mo,Under 500,Up to 5% more,3,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,Yes-love it,1,Core identity,Gain motivated (earn coins),Strategically maximise,Joint with parents,0,1,0,0,0,1,0,0,0,261.0,24.0,2,0.4734,0.3124,0.1461,0.0135
GL2025480,45-54,Male,Tier-2,Postgraduate,Salaried-Private,30k-60k,3,0,0,0,1,1,0,0,0,Rarely,Cycling/Walking,3,Not comfortable,1,1,0,1,0,0,0,Fully willing,4,0,1,0,0,0,0,0,Free only,500-1500,Price irrelevant,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2,Maybe depends,5,Care but not central,Loss motivated (lose coins),Rarely check,Decide independently,0,0,1,0,0,1,0,0,1,823.0,0.0,0,0.5409,0.3529,0.523,0.1429
GL2025481,55+,Male,Rural,Undergraduate,Business owner,Below 15k,2,0,0,1,0,0,0,0,0,Never,Two-wheeler,3,Somewhat comfortable,0,0,1,0,1,0,0,Willing if anonymized,1,1,0,1,0,1,0,0,50-99/mo,500-1500,Up to 10% more,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,No-prefer solo,0,Not relevant,Loss motivated (lose coins),Check occasionally,Decide independently,0,1,1,0,0,0,0,0,1,1023.0,91.0,0,0.1747,0.2207,0.0,0.0
GL2025482,45-54,Female,Tier-2,Postgraduate,Self-employed,15k-30k,2,0,0,1,0,1,0,0,0,Occasionally,Personal car/SUV,3,Not comfortable,1,0,1,0,1,0,0,Not willing,3,1,0,1,0,0,0,0,50-99/mo,500-1500,Up to 20% more,3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,3,Maybe depends,4,Care but not central,Loss motivated (lose coins),Check occasionally,Decide for household,0,1,0,0,1,0,0,0,1,1169.0,94.0,0,0.2558,0.287,0.386,0.3123
GL2025483,18-24,Male,Rural,Doctoral,Student,15k-30k,3,1,1,0,0,0,0,0,0,Rarely,Bus/Auto,2,Somewhat comfortable,1,1,0,0,1,1,0,Willing if improves rewards,3,0,0,1,1,1,0,0,100-199/mo,500-1500,Price irrelevant,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,Maybe depends,2,Care but not central,Loss motivated (lose coins),Check occasionally,Someone else decides,1,0,0,0,1,0,0,0,1,964.0,165.0,0,0.574,0.3187,0.2454,0.306
GL2025484,35-44,Female,Metro,Postgraduate,Student,30k-60k,3,1,1,0,1,0,0,0,0,Frequently,Electric vehicle,3,Very comfortable,1,1,0,1,0,1,0,Not willing,3,1,0,0,1,0,0,0,100-199/mo,1500-3000,Up to 10% more,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,Maybe depends,6,Core identity,Gain motivated (earn coins),Rarely check,Decide for household,0,1,0,0,0,1,0,0,0,2218.0,168.0,0,0.5087,0.3553,0.4592,0.3871
GL2025485,55+,Male,Metro,Postgraduate,Business owner,60k-1L,2,1,0,0,1,1,1,0,0,Always,Metro/Train,2,Not comfortable,0,0,0,0,1,1,0,Not willing,2,0,0,1,1,0,0,0,Up to 49/mo,1500-3000,Up to 10% more,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,No-prefer solo,3,Aware not priority,Loss motivated (lose coins),Strategically maximise,Decide independently,0,0,0,1,0,0,0,1,0,2643.0,27.0,0,0.2413,0.33,0.4839,0.0
GL2025486,55+,Male,Tier-3,Undergraduate,Salaried-Govt,60k-1L,1,0,0,1,0,0,1,1,0,Never,Bus/Auto,2,Somewhat comfortable,0,0,1,0,1,0,0,Willing if anonymized,2,0,0,0,0,0,1,0,100-199/mo,500-1500,No premium,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,No-prefer solo,2,Core identity,Both equal,Actively track,Decide for household,0,0,0,0,1,1,0,0,1,1153.0,151.0,0,0.2397,0.0691,0.4285,0.052
GL2025487,18-24,Female,Tier-2,Postgraduate,Student,30k-60k,2,0,0,1,0,0,1,0,0,Rarely,Bus/Auto,3,Not comfortable,1,1,0,0,0,0,0,Willing if anonymized,3,0,0,0,1,0,0,0,200-399/mo,500-1500,Price irrelevant,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,Maybe depends,3,Aware not priority,Loss motivated (lose coins),Rarely check,Joint with spouse,0,0,0,1,0,0,0,1,1,1207.0,321.0,0,0.559,0.3344,0.2787,0.3045
GL2025488,35-44,Male,Rural,High school or below,Salaried-Private,30k-60k,1,0,1,0,0,0,0,0,0,Rarely,Personal car/SUV,2,Somewhat comfortable,0,0,1,0,0,0,0,Fully willing,2,1,0,0,0,0,0,1,Free only,Zero,Up to 20% more,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,Not interested,3,Aware not priority,Loss motivated (lose coins),Check occasionally,Joint with spouse,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0.4191,0.1847,0.2588,0.2297
GL2025489,18-24,Male,Tier-2,High school or below,Business owner,Below 15k,2,1,0,0,0,0,0,0,0,Never,Electric vehicle,1,Very comfortable,1,0,1,1,1,0,0,Willing if anonymized,3,1,0,1,1,0,0,0,50-99/mo,Under 500,No premium,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,Yes-love it,2,Care but not central,Loss motivated (lose coins),Rarely check,Joint with parents,1,1,0,0,0,0,0,0,1,227.0,65.0,0,0.4581,0.1911,0.1421,0.5003
GL2025490,18-24,Male,Rural,Postgraduate,Student,1L-2L,2,0,0,0,0,0,0,0,1,Never,Bus/Auto,2,Not comfortable,0,1,0,0,1,0,0,Willing if improves rewards,2,0,0,1,0,0,1,1,50-99/mo,Under 500,No premium,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,Maybe depends,2,Aware not priority,Gain motivated (earn coins),Actively track,Joint with parents,0,0,0,1,0,0,1,0,0,286.0,72.0,0,0.6498,0.2468,0.2788,0.1159
GL2025491,25-34,Non-binary/Other,Rural,High school or below,Self-employed,Below 15k,1,0,0,1,0,0,0,0,0,Never,Work from home,2,Somewhat comfortable,1,0,0,0,0,0,0,Willing if improves rewards,2,0,0,0,0,0,0,0,Up to 49/mo,1500-3000,Up to 10% more,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,No-prefer solo,2,Aware not priority,Loss motivated (lose coins),Rarely check,Someone else decides,0,1,0,0,0,0,0,0,0,1373.0,27.0,0,0.1273,0.0553,0.2347,0.1807
GL2025492,25-34,Male,Rural,Postgraduate,Salaried-Private,30k-60k,2,0,0,1,0,0,0,0,0,Occasionally,Cycling/Walking,2,Not comfortable,1,0,0,1,1,0,0,Willing if anonymized,2,1,0,0,0,0,0,0,Up to 49/mo,Zero,Price irrelevant,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,Maybe depends,3,Care but not central,Both equal,Check occasionally,Decide independently,1,1,0,0,0,0,0,0,0,0.0,23.0,0,0.3021,0.3094,0.3259,0.1652
GL2025493,55+,Male,Tier-2,Undergraduate,Salaried-Private,60k-1L,2,1,0,0,0,0,0,0,0,Rarely,Cycling/Walking,2,Very comfortable,1,0,0,1,0,1,0,Willing if improves rewards,3,0,0,0,0,0,0,0,50-99/mo,Under 500,Up to 10% more,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,Yes-love it,1,Care but not central,Loss motivated (lose coins),Actively track,Decide independently,1,0,1,0,0,0,0,0,0,171.0,89.0,0,0.3586,0.1823,0.3464,0.1351
GL2025494,18-24,Male,Tier-2,Undergraduate,Student,Below 15k,2,0,0,0,0,1,1,0,0,Always,Electric vehicle,2,Somewhat comfortable,1,0,0,0,1,1,0,Fully willing,2,0,0,0,0,0,0,0,50-99/mo,500-1500,Up to 10% more,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,Yes-love it,4,Care but not central,Both equal,Rarely check,Someone else decides,1,1,0,0,0,0,0,0,1,895.0,73.0,0,0.5084,0.311,0.182,0.1365
GL2025495,55+,Male,Tier-2,High school or below,Salaried-Private,15k-30k,2,1,0,0,0,0,0,0,0,Occasionally,Work from home,2,Very comfortable,1,1,0,1,1,0,0,Not willing,1,1,0,0,0,1,0,1,Free only,1500-3000,Up to 5% more,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,No-prefer solo,2,Aware not priority,Loss motivated (lose coins),Rarely check,Decide independently,0,0,0,0,0,0,0,0,0,2329.0,0.0,0,0.3171,0.2658,0.2183,0.1509
GL2025496,25-34,Male,Metro,Doctoral,Salaried-Private,15k-30k,3,1,0,1,0,1,1,1,0,Occasionally,Personal car/SUV,3,Somewhat comfortable,1,0,1,1,0,0,0,Willing if anonymized,3,0,0,0,0,1,0,0,Up to 49/mo,500-1500,Price irrelevant,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,Maybe depends,5,Care but not central,Gain motivated (earn coins),Check occasionally,Joint with spouse,1,0,0,1,0,0,0,0,0,1126.0,27.0,4,0.585,0.3028,0.2524,0.2803
GL2025497,35-44,Female,Rural,High school or below,Homemaker,60k-1L,3,1,1,0,1,0,0,0,0,Occasionally,Personal car/SUV,3,Very comfortable,0,1,0,1,0,0,0,Willing if anonymized,2,0,0,1,0,0,0,0,Free only,Under 500,Price irrelevant,2,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,Yes-love it,3,Core identity,Both equal,Check occasionally,Decide for household,0,1,0,0,1,0,0,0,0,233.0,0.0,0,0.141,0.3395,0.3902,0.034
GL2025498,35-44,Non-binary/Other,Tier-3,Postgraduate,Self-employed,15k-30k,3,0,0,1,0,0,0,0,0,Rarely,Cycling/Walking,2,Not comfortable,0,0,0,0,0,0,1,Willing if anonymized,2,1,0,0,1,0,0,1,Free only,1500-3000,Up to 10% more,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,No-prefer solo,2,Not relevant,Gain motivated (earn coins),Check occasionally,Someone else decides,0,1,0,0,0,0,0,0,1,2102.0,0.0,1,0.2446,0.3122,0.105,0.0515
GL2025499,55+,Male,Rural,High school or below,Homemaker,Below 15k,1,0,0,0,0,0,0,0,1,Frequently,Bus/Auto,1,Not comfortable,1,0,0,1,1,0,0,Willing if anonymized,1,1,0,0,0,0,0,1,Up to 49/mo,Zero,Up to 5% more,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,Maybe depends,2,Care but not central,Loss motivated (lose coins),Actively track,Someone else decides,0,0,0,1,0,0,0,0,1,0.0,23.0,0,0.025,0.0256,0.0907,0.2468
GL2025500,45-54,Female,Tier-2,Postgraduate,Self-employed,Below 15k,2,0,1,1,0,0,0,0,0,Occasionally,Two-wheeler,1,Not comfortable,1,0,0,0,0,0,0,Willing if anonymized,2,1,0,0,0,0,0,0,Free only,Under 500,No premium,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,No-prefer solo,2,Aware not priority,Loss motivated (lose coins),Check occasionally,Decide independently,0,0,0,0,0,0,0,1,1,248.0,0.0,0,0.2638,0.3246,0.1822,0.3286
GL2025501,18-24,Male,Tier-2,Undergraduate,Self-employed,15k-30k,1,1,0,0,1,1,0,0,0,Occasionally,Two-wheeler,1,Very comfortable,0,0,0,0,1,0,0,Willing if improves rewards,2,1,1,1,0,0,0,0,400+/mo,1500-3000,Up to 10% more,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,Maybe depends,3,Care but not central,Loss motivated (lose coins),Check occasionally,Joint with parents,1,0,0,0,0,0,0,0,1,2025.0,505.0,0,0.4803,0.2171,0.2678,0.3142
GL2025502,18-24,Male,Tier-3,Undergraduate,Salaried-Private,60k-1L,3,0,0,1,1,0,0,1,0,Rarely,Work from home,3,Not comfortable,1,0,1,0,1,0,0,Not willing,3,0,1,0,0,0,0,0,Up to 49/mo,500-1500,No premium,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,Maybe depends,3,Aware not priority,Gain motivated (earn coins),Rarely check,Joint with parents,0,0,1,1,0,0,0,0,1,1131.0,30.0,0,0.6572,0.3299,0.4244,0.1034
GL2025503,18-24,Male,Rural,High school or below,Student,Below 15k,2,0,0,0,0,0,0,0,1,Rarely,Bus/Auto,2,Not comfortable,1,0,1,0,0,0,0,Fully willing,1,0,0,0,0,0,1,1,Up to 49/mo,1500-3000,Up to 5% more,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,No-prefer solo,0,Aware not priority,Neither,Check occasionally,Joint with spouse,1,0,0,0,0,1,0,0,0,2028.0,25.0,0,0.437,0.2226,0.1531,0.3222
GL2025504,35-44,Non-binary/Other,Tier-3,High school or below,Self-employed,30k-60k,1,0,0,0,1,0,0,0,0,Never,Bus/Auto,1,Not comfortable,1,0,1,0,1,0,0,Willing if improves rewards,2,1,0,0,0,0,0,0,Free only,Under 500,Up to 5% more,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,Maybe depends,2,Aware not priority,Gain motivated (earn coins),Rarely check,Joint with spouse,1,1,0,0,0,0,0,0,1,242.0,0.0,0,0.404,0.0827,0.3167,0.2629
GL2025505,45-54,Male,Metro,Postgraduate,Business owner,30k-60k,2,1,1,0,1,0,0,0,0,Never,Work from home,2,Not comfortable,1,1,0,1,0,0,0,Fully willing,4,0,0,1,0,0,0,0,Free only,3000-6000,Up to 10% more,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes-love it,5,Care but not central,Gain motivated (earn coins),Strategically maximise,Joint with spouse,0,0,0,0,0,0,0,1,0,5125.0,0.0,0,0.3846,0.3642,0.5281,0.139
GL2025506,25-34,Male,Tier-2,Undergraduate,Self-employed,60k-1L,1,1,1,0,0,0,0,0,0,Rarely,Two-wheeler,2,Very comfortable,1,0,0,1,0,0,0,Fully willing,2,0,0,1,0,0,0,0,Up to 49/mo,Above 6000,Up to 20% more,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,No-prefer solo,3,Aware not priority,Both equal,Actively track,Decide independently,1,1,0,0,0,0,0,0,1,7661.0,24.0,0,0.4979,0.2765,0.4366,0.1162
GL2025507,18-24,Male,Tier-2,Undergraduate,Student,30k-60k,1,0,0,0,0,0,0,1,0,Rarely,Cycling/Walking,2,Very comfortable,0,1,1,1,1,0,0,Not willing,2,0,0,0,1,0,0,0,200-399/mo,Under 500,Up to 5% more,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,No-prefer solo,3,Core identity,Gain motivated (earn coins),Strategically maximise,Joint with parents,1,0,0,0,0,0,0,0,0,239.0,257.0,0,0.623,0.2161,0.2313,0.1117
GL2025508,18-24,Male,Metro,Postgraduate,Student,60k-1L,2,0,0,0,0,0,0,0,1,Always,Personal car/SUV,2,Somewhat comfortable,1,0,1,0,0,0,0,Willing if improves rewards,3,0,0,1,0,0,0,0,Free only,Under 500,Up to 20% more,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Maybe depends,4,Care but not central,Gain motivated (earn coins),Rarely check,Joint with parents,0,0,0,0,0,0,1,1,1,310.0,0.0,0,0.6191,0.3217,0.5212,0.3948
GL2025509,45-54,Female,Tier-3,Undergraduate,Salaried-Govt,30k-60k,2,1,0,0,1,0,0,0,0,Rarely,Two-wheeler,3,Very comfortable,1,0,1,0,0,0,0,Fully willing,2,0,0,1,0,0,0,1,50-99/mo,Under 500,No premium,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,Yes-love it,4,Aware not priority,Loss motivated (lose coins),Check occasionally,Decide for household,1,0,0,0,0,1,0,0,0,247.0,63.0,0,0.286,0.2894,0.2174,0.3456
GL2025510,25-34,Male,Rural,Undergraduate,Self-employed,15k-30k,3,1,0,1,0,0,0,0,0,Always,Two-wheeler,2,Not comfortable,1,0,1,0,0,0,0,Willing if anonymized,1,0,1,0,0,1,0,0,Up to 49/mo,Under 500,Up to 10% more,2,1,0,0,0,0,0,0,1,1,0,1,1,1,0,3,No-prefer solo,2,Core identity,Gain motivated (earn coins),Check occasionally,Joint with spouse,1,0,0,0,0,0,0,0,0,266.0,30.0,0,0.1852,0.274,0.3325,0.3393
